Ticker,Company Name,Sector,Industry,Beta,Calendar Year,Period,Filing Date,Revenue,Cost Of Revenue,Net Income,Total Current Assets,Total Assets,Total Current Liabilities,Total Liabilities,Long-Term Debt,Short-Term Debt,Total Debt,Interest Expense,Income Before Tax,Income Tax Expense,Depreciation and Amortization,Operating Expenses,Operating Income,EBITDA,EBIT,EBT,Operating Cash Flow,Capital Expenditure,Cash And Short Term Investments,Net Cash,Free Cash Flow,Stock Based Compensation,Dividends Paid,Common Stock,Preferred Stock,Retained Earnings,Weighted Average Shares Outstanding,Revenue Per Share,Earnings per Share,Book Value Per Share,Current Ratio,Quick Ratio,Return On Equity,Return On Invested Capital,Return On Assets,Return On Capital Employed,Gross Profit Margin,Operating Profit Margin,Effective Tax Rate,Pre-Tax Cost of Debt,After-Tax Cost of Debt,Interest Coverage Ratio,Price Dates,Price,Market Cap,P/E Ratio,P/S Ratio,Risk Free Rate,Equity Risk Premium,WACC,Avg Market Return
CHTR,"Charter Communications, Inc.",Communication Services,Telecommunications Services,1.04,2023,FY,02/02/2024,54607000000,29752000000,4557000000,4132000000,147193000000,13214000000,132475000000,95777000000,2000000000,97777000000,5188000000,6854000000,1593000000,167895,12565000000,12559000000,20643000000,11338000000,6854000000,14433000000,-10943000000,709000000,-97068000000,3490000000,692000000,0,0,0,-12260000000,149208188,365.980,30.540,98.640,0.310,0.310,0.411,0.089,0.031,0.094,0.455,0.230,0.2320,0.0530,0.0410,2.42,06/06/2024,279.36,41682800640,9.15,0.76,0.043,0.037,0.053,0.08
CI,Cigna Corporation,Healthcare,Medical - Healthcare Plans,0.52,2023,FY,29/02/2024,195187000000,36287000000,5164000000,37351000000,147926000000,48716000000,101575000000,28089000000,2880000000,31480000000,1446000000,5513000000,141000000,3028000000,149944000000,5164000000,5164000000,6751000000,5513000000,11813000000,-1573000000,8747000000,-22733000000,10240000000,286000000,-1450000000,4000000,0,41652000000,293892000,664.150,17.570,157.710,0.770,0.650,0.112,0.065,0.035,0.052,0.814,0.026,0.0260,0.0460,0.0450,3.57,03/07/2024,325.43,95641272320,18.52,0.49,0.044,0.036,0.058,0.08
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,0.66,2023,FY,26/02/2024,10013000000,25000000,1843000000,3799000000,32063000000,8424000000,19965000000,849000000,25000000,874000000,54000000,2276000000,433000000,112000000,25000000,2276000000,2276000000,2330000000,2276000000,2052000000,-18000000,14698000000,13824000000,2034000000,40000000,-454000000,397000000,0,13084000000,157000000,63.780,11.740,77.060,0.450,2.620,0.152,0.142,0.058,0.096,0.998,0.227,0.1900,0.0620,0.0500,42.15,30/06/2024,119.19,18712829952,10.15,1.87,0.044,0.036,0.067,0.08
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,0.39,2023,FY,15/02/2024,19457000000,8206000000,2300000000,5279000000,16393000000,4741000000,15436000000,8219000000,425000000,9064000000,299000000,3392000000,937000000,567000000,7120000000,4131000000,4698000000,3536000000,3392000000,3745000000,-705000000,1145000000,-7919000000,3040000000,122000000,-1749000000,1466000000,0,25289000000,827400000,23.520,2.780,1.160,1.110,0.710,3.777,0.323,0.140,0.355,0.578,0.212,0.2760,0.0330,0.0240,13.82,19/06/2024,96.95,80216432640,34.87,4.12,0.042,0.038,0.054,0.08
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,0.38,2023,FY,10/08/2023,7389000000,4481000000,149000000,1828000000,5945000000,1917000000,5557000000,2787000000,137000000,2924000000,90000000,238000000,77000000,167895,2055000000,1224000000,773000000,316000000,238000000,1158000000,-228000000,367000000,-2557000000,930000000,73000000,-583000000,131000000,0,583000000,123589000,59.790,1.210,3.140,0.950,0.590,0.677,0.263,0.025,0.304,0.394,0.166,0.3240,0.0310,0.0210,13.6,11/04/2024,144.80,17895688192,119.67,2.42,0.046,0.030,0.054,0.08
CMCSA,Comcast Corporation,Communication Services,Telecommunications Services,1,2023,FY,31/01/2024,121572000000,36762000000,15388000000,23987000000,264811000000,40198000000,181344000000,95021000000,2069000000,97090000000,4087000000,20478000000,5371000000,14336000000,61497000000,23314000000,39031000000,24846000000,20478000000,28501000000,-15540000000,6215000000,-90875000000,12961000000,1241000000,-4766000000,48000000,0,52892000000,4122000000,29.490,3.730,20.250,0.600,0.600,0.186,0.096,0.058,0.104,0.698,0.192,0.2620,0.0420,0.0310,5.7,04/06/2024,39.56,163066314752,10.61,1.34,0.043,0.037,0.062,0.08
CME,CME Group Inc.,Financial Services,Financial - Data & Stock Exchanges,0.53,2023,FY,28/02/2024,5578900000,1038500000,3226200000,94890200000,129840500000,93416900000,103102600000,3425400000,55100000,3883900000,159400000,4153600000,927400000,352600000,1104700000,3435700000,3788300000,4313000000,4153600000,3453800000,-76400000,3028900000,-855000000,3377400000,82900000,-3235500000,3600000,4455200000,4455200000,359023000,15.540,8.870,74.470,1.020,1.020,0.121,0.088,0.025,0.094,0.814,0.616,0.2230,0.0410,0.0320,21.55,02/07/2024,197.08,70756253696,22.22,12.68,0.044,0.036,0.062,0.08
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,1.24,2023,FY,08/02/2024,9871649000,7285557000,1228737000,1620713000,8044362000,1030625000,4982155000,3803551000,248074000,4051625000,0,1620506000,391769000,319394000,952978000,1557813000,2027809000,1620506000,1620506000,1783477000,-560731000,1295447000,-2756178000,1222746000,124016000,0,375000,0,6056985000,1377750000,7.170,0.890,2.220,1.570,1.530,0.401,0.166,0.153,0.222,0.262,0.158,0.2420,0.0000,0.0000,0,12/06/2024,63.42,87376904192,71.26,8.85,0.043,0.037,0.085,0.08
CMI,Cummins Inc.,Industrials,Industrial - Machinery,0.99,2023,FY,12/02/2024,34065000000,25816000000,735000000,15198000000,32005000000,12903000000,22101000000,5176000000,2032000000,7208000000,375000000,1626000000,786000000,167895,6837000000,1761000000,3023000000,1896000000,1626000000,3966000000,-1213000000,2741000000,-4467000000,2753000000,79000000,-921000000,556000000,0,17851000000,141700000,240.400,5.190,69.890,1.180,0.740,0.083,0.057,0.023,0.092,0.242,0.052,0.4830,0.0520,0.0270,4.7,16/06/2024,269.91,38246248448,52.01,1.12,0.042,0.038,0.071,0.08
CMS,CMS Energy Corporation,Utilities,Regulated Electric,0.38,2023,FY,08/02/2024,7462000000,4600000000,887000000,2839000000,33517000000,2895000000,25392000000,14570000000,1073000000,15643000000,643000000,954000000,147000000,167895,1627000000,1235000000,2777000000,1677000000,954000000,2309000000,-2574000000,227000000,-15416000000,-265000000,28000000,-579000000,3000000,224000000,1658000000,291200000,25.630,3.010,27.900,0.980,0.660,0.118,0.045,0.026,0.040,0.384,0.166,0.1540,0.0410,0.0350,1.92,12/06/2024,59.81,17416671232,19.87,2.33,0.043,0.037,0.047,0.08
CNC,Centene Corporation,Healthcare,Medical - Healthcare Plans,0.5,2023,FY,20/02/2024,153999000000,122458000000,2702000000,40756000000,84641000000,36716000000,58685000000,17710000000,119000000,17829000000,-725000000,3598000000,899000000,167895,28611000000,2930000000,2930000000,2876000000,3598000000,8053000000,-799000000,19652000000,1823000000,7254000000,216000000,0,1000000,0,12043000000,543319000,283.440,4.970,47.770,1.110,2.070,0.105,0.050,0.032,0.061,0.205,0.019,0.2500,-0.0410,-0.0300,-4.04,24/06/2024,68.04,36967424000,13.69,0.24,0.042,0.038,0.031,0.08
CNP,"CenterPoint Energy, Inc.",Utilities,Regulated Electric,0.92,2023,FY,20/02/2024,8696000000,5010000000,917000000,3027000000,39715000000,3864000000,30048000000,17559000000,1059000000,18618000000,701000000,1087000000,170000000,167895,1926000000,1760000000,3198000000,1788000000,1087000000,3877000000,-4401000000,631000000,-17987000000,-524000000,65000000,-535000000,6000000,0,1092000000,630947000,13.780,1.370,15.320,0.780,0.580,0.095,0.052,0.023,0.049,0.424,0.202,0.1560,0.0380,0.0320,2.51,24/06/2024,31.31,19754950656,22.85,2.27,0.042,0.038,0.055,0.08
COF,Capital One Financial Corporation,Financial Services,Financial - Credit Services,1.46,2023,FY,23/02/2024,49484000000,23715000000,4887000000,46233000000,478464000000,29211000000,420375000000,49318000000,538000000,49856000000,3208000000,6045000000,1158000000,82000000,8854000000,-4000000,-4000000,9253000000,6045000000,20575000000,-961000000,43297000000,-6559000000,19614000000,513000000,-1159000000,7000000,4845000000,60945000000,382400000,129.400,11.980,151.910,1.580,3.150,0.084,0.000,0.010,0.000,0.521,0.000,0.1920,0.0640,0.0520,0,27/06/2024,134.03,51253071872,11.19,1.04,0.043,0.037,0.075,0.08
COO,"The Cooper Companies, Inc.",Healthcare,Medical - Instruments & Supplies,0.98,2023,FY,08/12/2023,3593200000,1235300000,294200000,1704900000,11658900000,969000000,4107900000,2523800000,45400000,2569200000,105300000,412900000,118700000,167895,1824800000,533100000,704400000,518200000,412900000,607500000,-392500000,120800000,-2448400000,215000000,62100000,-3000000,5400000,200000,6876100000,198000000,18.150,1.490,38.140,1.760,1.000,0.039,0.038,0.025,0.050,0.656,0.148,0.2870,0.0410,0.0290,5.06,11/04/2024,96.12,19031760896,64.51,5.30,0.046,0.034,0.073,0.08
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,1.25,2023,FY,15/02/2024,56055000000,38246000000,10957000000,14330000000,95924000000,10005000000,46645000000,17025000000,1267000000,19634000000,1216000000,16288000000,5331000000,8432000000,2779000000,15030000000,23462000000,17504000000,16288000000,19965000000,-11248000000,6606000000,-13028000000,8717000000,334000000,-5583000000,21000000,0,59268000000,1202757000,46.610,9.080,40.970,1.430,1.290,0.222,0.150,0.114,0.175,0.318,0.268,0.3270,0.0620,0.0420,12.36,19/06/2024,111.33,133902934016,12.26,2.39,0.042,0.038,0.083,0.08
COR,Cencora,Healthcare,Medical - Distribution,0.45,2023,FY,30/09/2023,262173411000,253213918000,1745293000,42798826000,62558746000,48831198000,61892459000,4146113000,641344000,4787457000,228931000,2160836000,428260000,167895,6273888000,2340731000,3698545000,2402484000,2160836000,3911334000,-458359000,2592051000,-2195406000,3452975000,124624000,-398752000,666287000,0,4324187000,202511000,1294.610,8.620,3.290,0.880,0.520,2.619,0.344,0.028,0.170,0.034,0.009,0.1980,0.0480,0.0380,10.22,01/06/2024,230.51,46680809472,26.74,0.18,0.045,0.040,0.059,0.08
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,0.77,2023,FY,11/10/2023,242290000000,212586000000,6292000000,35879000000,68994000000,33583000000,43936000000,7803000000,1081000000,8884000000,160000000,8487000000,2195000000,2077000000,21590000000,8114000000,10724000000,8647000000,8487000000,11068000000,-4323000000,15234000000,6350000000,6745000000,774000000,-1251000000,2000000,0,19521000000,443854000,545.880,14.180,56.460,1.070,0.570,0.251,0.177,0.091,0.229,0.123,0.034,0.2590,0.0180,0.0130,50.71,12/06/2024,847.81,376303845376,59.79,1.55,0.043,0.040,0.070,0.08
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,1.2,2023,FY,31/12/2023,3757719000,819908000,981890000,7084265000,15476252000,6825753000,12193893000,4596156000,2126749000,6722905000,348607000,1325005000,343115000,167895,1280938000,1656873000,2010100000,1673612000,1325005000,2101132000,-153822000,1389648000,-5333257000,1947310000,116086000,0,129000,0,8192659000,73155000,51.370,13.420,44.870,1.040,0.590,0.299,0.123,0.063,0.191,0.782,0.441,0.2590,0.0520,0.0380,4.75,04/05/2024,302.60,22136702976,22.55,5.89,0.045,0.035,0.076,0.08
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,0.16,2023,FY,21/09/2023,9357000000,6440000000,858000000,2061000000,12058000000,2222000000,8395000000,4498000000,191000000,4498000000,188000000,1128000000,270000000,387000000,1557000000,1312000000,1763000000,1316000000,1128000000,1143000000,-370000000,189000000,-4309000000,773000000,63000000,-447000000,12000000,0,4451000000,299000000,31.290,2.870,12.250,0.930,0.350,0.234,0.120,0.071,0.133,0.312,0.140,0.2390,0.0420,0.0320,6.98,23/05/2024,45.64,13646359552,15.90,1.46,0.045,0.040,0.046,0.08
CPRT,"Copart, Inc.",Consumer Cyclical,Auto - Dealerships,1.28,2023,FY,28/09/2023,3869518000,2132527000,1237741000,3262604000,6737879000,492769000,750439000,98985000,21468000,120453000,65928000,1554328000,316587000,159684000,250422000,1486569000,1646253000,1620256000,1554328000,1364210000,-516636000,2363984000,2243531000,847574000,39673000,0,96000,0,5189440000,953574000,4.060,1.300,6.280,6.620,6.540,0.207,0.194,0.184,0.238,0.449,0.384,0.2040,0.5470,0.4360,22.55,30/05/2024,52.53,50091241472,40.41,12.95,0.046,0.030,0.090,0.08
CPT,Camden Property Trust,Real Estate,REIT - Residential,0.9,2023,FY,22/02/2024,1546357000,1159156000,403309000,279952000,9383737000,429543000,4331966000,3715436000,536600000,3715436000,133395000,414203000,3650000,1221662000,62506000,324695000,899508000,540354000,414203000,794950000,-410934000,268047000,-3447389000,384016000,14512000,-434875000,1156000,0,-613651000,108653000,14.230,3.710,46.490,0.650,0.650,0.081,0.035,0.043,0.036,0.250,0.210,0.0090,0.0360,0.0360,2.43,26/06/2024,108.68,11808407552,29.29,7.64,0.043,0.037,0.066,0.08
CRL,"Charles River Laboratories International, Inc.",Healthcare,Medical - Diagnostics & Research,1.38,2023,FY,14/02/2024,4129409000,2626853000,474624000,1608662000,8195001000,1055082000,4536003000,3066381000,441115000,3066381000,136710000,581284000,100914000,314124000,885295000,617261000,1032118000,712248000,581284000,683898000,-318528000,276771000,-2789610000,365370000,72048000,0,513000,0,1887218000,51227000,80.610,9.270,71.430,1.520,1.160,0.132,0.072,0.058,0.087,0.364,0.150,0.1740,0.0450,0.0370,4.52,18/06/2024,209.80,10747424768,22.63,2.60,0.042,0.038,0.082,0.08
CRM,"Salesforce, Inc.",Technology,Software - Application,1.29,2023,FY,08/03/2023,31352000000,8360000000,208000000,26395000000,98849000000,25891000000,40490000000,12316000000,1772000000,14088000000,287000000,660000000,452000000,3786000000,21134000000,2925000000,6711000000,947000000,660000000,7111000000,-798000000,12508000000,-1580000000,6313000000,3279000000,0,1000000,0,7585000000,992000000,31.600,0.210,58.830,1.020,0.950,0.004,0.013,0.002,0.040,0.733,0.093,0.6850,0.0200,0.0060,10.19,08/11/2023,211.47,209778245632,1007.00,6.69,0.045,0.040,0.085,0.08
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,1.1,2023,FY,09/03/2023,2241236000,601231000,-182285000,3640267000,5026540000,2109072000,3539106000,770572000,13046000,783618000,25319000,-159883000,22402000,149358000,1830117000,-190112000,-40754000,-134564000,-159883000,941007000,-266437000,2705369000,1921751000,674570000,526504000,0,118000,0,-1148163000,233139000,9.610,-0.780,6.380,1.730,1.640,-0.124,-0.096,-0.036,-0.065,0.732,-0.085,-0.1400,0.0320,0.0370,-7.51,09/11/2023,190.76,44473593856,-244.56,19.84,0.046,0.030,0.082,0.08
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,0.84,2023,FY,07/09/2023,56998000000,21245000000,12613000000,43348000000,101852000000,31309000000,57499000000,6658000000,1733000000,8391000000,427000000,15318000000,2705000000,1726000000,20191000000,15031000000,18002000000,15745000000,15318000000,19886000000,-849000000,26146000000,17755000000,19037000000,2353000000,-6302000000,44289000000,0,1639000000,4093000000,13.930,3.080,10.840,1.380,1.270,0.284,0.235,0.124,0.213,0.627,0.264,0.1770,0.0510,0.0420,35.2,09/05/2024,47.79,195604463616,15.52,3.43,0.045,0.040,0.073,0.08
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate - Services,0.81,2023,FY,22/02/2024,2455000000,491500000,374700000,5476100000,8919700000,455800000,1581100000,1070400000,40000000,1110400000,213600000,501300000,126600000,167895,1681200000,282300000,389800000,714900000,501300000,489500000,-25300000,5215900000,4105500000,464200000,85000000,0,4100000,0,2204300000,405300000,6.060,0.920,18.110,12.010,12.010,0.051,0.025,0.042,0.033,0.800,0.115,0.2530,0.1920,0.1440,1.32,26/06/2024,72.85,29526104064,79.18,12.03,0.043,0.037,0.076,0.08
CSX,CSX Corporation,Industrials,Railroads,1.2,2023,FY,14/02/2024,14657000000,8992000000,3715000000,3384000000,42970000000,3224000000,30837000000,17975000000,626000000,19092000000,809000000,4891000000,1176000000,1640000000,136000000,5529000000,7169000000,5700000000,4891000000,5549000000,-2281000000,1436000000,-17656000000,3268000000,60000000,-882000000,1959000000,0,9790000000,2008000000,7.300,1.850,6.040,1.050,0.910,0.306,0.137,0.087,0.139,0.386,0.377,0.2400,0.0420,0.0320,6.83,18/06/2024,33.03,66324238336,17.85,4.53,0.042,0.038,0.075,0.08
CTAS,Cintas Corporation,Industrials,Specialty Business Services,1.3,2023,FY,27/07/2023,8815769000,4642401000,1348010000,2938459000,8546356000,1230062000,4682370000,2624683000,43710000,2668393000,111232000,1693148000,345138000,410878000,2370704000,1802664000,2213542000,1804380000,1693148000,1597814000,-331109000,124149000,-2544244000,1266705000,103621000,-449917000,2031542000,0,9597315000,101645000,86.730,13.210,38.010,2.390,1.150,0.349,0.220,0.158,0.246,0.473,0.204,0.2040,0.0420,0.0330,16.21,28/03/2024,687.03,69833162752,52.01,7.92,0.042,0.040,0.089,0.08
CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1.16,2023,FY,08/12/2023,4276000000,3216000000,-232000000,2679000000,10782000000,1507000000,6147000000,4313000000,536000000,4849000000,184000000,-315000000,-83000000,422000000,987000000,-137000000,79000000,-131000000,-315000000,261000000,-583000000,280000000,-4569000000,-322000000,35000000,0,2000000,24000000,262000000,181000000,23.620,-1.280,25.610,1.780,1.270,-0.050,-0.011,-0.022,-0.015,0.248,-0.032,0.2630,0.0380,0.0280,-0.74,09/08/2024,59.52,10773120000,-46.50,2.52,,,0.009,0.08
CTRA,Coterra Energy Inc.,Energy,Oil & Gas Exploration & Production,0.23,2023,FY,23/02/2024,5684000000,3481000000,1625000000,2015000000,20680000000,1660000000,7633000000,1586000000,697000000,2526000000,73000000,2128000000,503000000,167895,279000000,1924000000,3565000000,2201000000,2128000000,3658000000,-2099000000,965000000,-1561000000,1559000000,57000000,-890000000,75000000,8000000,5366000000,756000000,7.520,2.140,17.260,1.210,1.180,0.124,0.096,0.079,0.101,0.388,0.338,0.2360,0.0290,0.0220,26.36,27/06/2024,26.85,20298600448,12.55,3.57,0.043,0.037,0.048,0.08
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,1.05,2023,FY,14/02/2024,19353000000,13160000000,2126000000,7506000000,18483000000,3333000000,5256000000,606000000,186000000,1315000000,41000000,2787000000,668000000,167895,3249000000,2944000000,3463000000,2835000000,2787000000,2330000000,-317000000,2635000000,1320000000,2013000000,176000000,-591000000,5000000,0,13301000000,505000000,38.320,4.210,26.190,2.250,2.250,0.161,0.160,0.115,0.194,0.320,0.152,0.2400,0.0310,0.0240,71.8,18/06/2024,65.81,33234049024,15.63,1.72,0.042,0.038,0.080,0.08
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,0.77,2023,FY,08/02/2024,17226000000,9920000000,735000000,16260000000,42996000000,10409000000,17717000000,2291000000,198000000,2489000000,233000000,1093000000,152000000,167895,5196000000,941000000,3248000000,1120000000,1093000000,1769000000,-595000000,2742000000,253000000,1174000000,54000000,-439000000,7000000,0,-41000000,709000000,24.300,1.040,35.650,1.560,0.900,0.029,0.029,0.017,0.029,0.424,0.055,0.1390,0.0940,0.0810,4.04,12/06/2024,51.94,36825460736,49.94,2.14,0.043,0.037,0.072,0.08
CVS,CVS Health Corporation,Healthcare,Medical - Healthcare Plans,0.51,2023,FY,07/02/2024,356623000000,303345000000,8344000000,67858000000,249728000000,79189000000,173092000000,74672000000,4713000000,79385000000,2658000000,11173000000,2805000000,4366000000,40600000000,14073000000,18439000000,13807000000,11173000000,13426000000,-3031000000,11455000000,-67930000000,10395000000,588000000,-3132000000,48992000000,0,61604000000,1285000000,277.530,6.490,59.640,0.860,0.630,0.109,0.068,0.033,0.082,0.149,0.040,0.2510,0.0340,0.0250,5.29,11/06/2024,60.00,77099999232,9.24,0.22,0.044,0.036,0.044,0.08
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,1.09,2023,FY,26/02/2024,200949000000,166676000000,21369000000,41128000000,261632000000,32258000000,99703000000,19733000000,2067000000,26070000000,469000000,29584000000,8173000000,17326000000,29240000000,30053000000,47379000000,30011000000,29584000000,35609000000,-15829000000,8498000000,-17572000000,19780000000,85000000,-11336000000,1832000000,0,200025000000,1873000000,107.290,11.410,86.450,1.270,1.010,0.133,0.119,0.082,0.131,0.171,0.150,0.2760,0.0180,0.0130,64.08,30/06/2024,156.52,293161959424,13.72,1.46,0.044,0.036,0.078,0.08
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,"Gambling, Resorts & Casinos",2.98,2023,FY,20/02/2024,11528000000,5395000000,786000000,2045000000,33366000000,2690000000,28646000000,24983000000,88000000,25071000000,2354000000,-60000000,-888000000,1261000000,3579000000,2472000000,3837000000,2252000000,-60000000,1809000000,-1294000000,1005000000,-24066000000,515000000,104000000,0,0,0,-2523000000,215000000,53.620,3.660,21.950,0.760,0.740,0.173,-1.152,0.024,0.081,0.532,0.214,14.8000,0.0940,-1.2960,1.05,24/06/2024,38.99,8382850048,10.65,0.73,0.042,0.038,-0.932,0.08
D,"Dominion Energy, Inc.",Utilities,Regulated Electric,0.59,2023,FY,23/02/2024,13686000000,6475000000,1994000000,25387000000,109032000000,24476000000,81503000000,33045000000,11031000000,44906000000,1790000000,2732000000,575000000,167895,3844000000,3367000000,6495000000,4359000000,2732000000,6572000000,-10235000000,268000000,-44638000000,-3663000000,44000000,-2233000000,23728000000,1783000000,3524000000,836400000,16.360,2.290,32.910,1.040,0.970,0.072,0.037,0.018,0.040,0.527,0.246,0.2100,0.0400,0.0320,1.88,27/06/2024,49.61,41493803008,21.66,3.03,0.043,0.037,0.047,0.08
DAL,"Delta Air Lines, Inc.",Industrials,"Airlines, Airports & Air Services",1.35,2023,FY,12/02/2024,58048000000,46571000000,4609000000,10269000000,73644000000,26418000000,62539000000,23539000000,3742000000,27281000000,834000000,5608000000,999000000,167895,6200000000,5521000000,7583000000,6442000000,5608000000,6464000000,-5323000000,3868000000,-23413000000,1141000000,180000000,-128000000,0,0,5650000000,639000000,90.840,7.210,17.380,0.390,0.340,0.415,0.118,0.063,0.117,0.198,0.095,0.1780,0.0310,0.0250,6.62,16/06/2024,49.71,31764690944,6.89,0.55,0.042,0.038,0.062,0.08
DAY,Dayforce Inc,Technology,Software - Application,1.27,2023,FY,28/02/2024,1513700000,867200000,54800000,5955200000,9010900000,5334900000,6612700000,1229000000,14600000,1243600000,36100000,96000000,41200000,132500000,513400000,133100000,264600000,132100000,96000000,219500000,-114400000,570300000,-673300000,105100000,136700000,0,1600000,0,-317800000,155300000,9.750,0.350,15.440,1.120,0.170,0.023,0.021,0.006,0.036,0.427,0.088,0.4290,0.0290,0.0170,3.69,02/07/2024,50.75,7881475072,145.00,5.21,0.044,0.036,0.080,0.08
DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals - Specialty,1.33,2023,FY,15/02/2024,12068000000,8435000000,423000000,7514000000,38552000000,3098000000,13827000000,7790000000,97000000,8287000000,396000000,504000000,-29000000,167895,1916000000,1717000000,2864000000,790000000,504000000,2191000000,-619000000,2803000000,-5484000000,1572000000,74000000,-651000000,4000000,0,-22874000000,449900000,26.820,0.940,54.960,2.430,1.730,0.017,0.056,0.011,0.048,0.301,0.142,-0.0580,0.0480,0.0500,4.34,19/06/2024,79.87,35933511680,84.97,2.98,0.042,0.038,0.085,0.08
DE,Deere & Company,Industrials,Agricultural - Machinery,0.94,2023,FY,15/12/2023,60248000000,37715000000,10166000000,77934000000,104087000000,41064000000,82201000000,38477000000,24934000000,63411000000,2453000000,13019000000,2871000000,2004000000,8064000000,15472000000,17476000000,15490000000,13019000000,8589000000,-4468000000,8404000000,-55007000000,4121000000,130000000,-1427000000,5303000000,0,50931000000,292200000,206.190,34.790,74.900,1.900,1.700,0.467,0.142,0.098,0.246,0.374,0.257,0.2210,0.0390,0.0300,6.31,18/04/2024,400.60,117055315968,11.51,1.94,0.046,0.034,0.061,0.08
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Apparel - Footwear & Accessories,1.06,2023,FY,26/05/2023,3627286000,1801916000,516822000,1910253000,2556203000,497380000,790470000,195723000,50765000,246488000,3442000,666082000,149260000,167895,1172619000,652751000,717382000,669524000,666082000,537422000,-81025000,981795000,735307000,456397000,26897000,0,262000,0,1571574000,26504000,136.860,19.500,66.620,3.840,2.770,0.293,0.252,0.202,0.317,0.503,0.180,0.2240,0.0140,0.0110,189.64,26/01/2024,767.79,20349505536,39.37,5.61,0.041,0.040,0.082,0.08
DELL,Dell Technologies Inc.,Technology,Computer Hardware,0.98,2023,FY,30/03/2023,102301000000,79615000000,2442000000,42351000000,89611000000,51654000000,92636000000,23015000000,6573000000,29588000000,1222000000,3225000000,803000000,3156000000,16915000000,5771000000,8968000000,4467000000,3225000000,3565000000,-3003000000,8607000000,-20981000000,562000000,931000000,-964000000,8424000000,0,-6732000000,734000000,139.370,3.240,-4.120,0.820,0.730,-0.782,0.164,0.027,0.152,0.222,0.056,0.2490,0.0410,0.0310,4.72,30/11/2023,75.87,55688581120,23.42,0.54,0.043,0.040,0.062,0.08
DFS,Discover Financial Services,Financial Services,Financial - Credit Services,1.43,2023,FY,31/12/2023,20606000000,0,2940000000,3493000000,151609000000,6192000000,136781000000,19142000000,2189000000,21331000000,860000000,3826000000,886000000,167895,3175000000,17113000000,168000000,4686000000,3826000000,8563000000,-303000000,13778000000,-7553000000,8260000000,74000000,-752000000,6000000,1056000000,30448000000,254000000,81.130,11.260,58.380,0.560,0.560,0.198,0.364,0.019,0.118,1.000,0.830,0.2320,0.0400,0.0310,19.9,04/05/2024,125.36,31841439744,11.13,1.55,0.045,0.035,0.069,0.08
DGX,Quest Diagnostics Incorporated,Healthcare,Medical - Diagnostics & Research,0.88,2023,FY,22/02/2024,9252000000,6291000000,854000000,2372000000,14022000000,1815000000,7604000000,4410000000,456000000,5369000000,152000000,1130000000,248000000,167895,1610000000,1351000000,1790000000,1254000000,1130000000,1272000000,-408000000,686000000,-4683000000,864000000,77000000,-314000000,2000000,0,8825000000,112000000,82.610,7.590,57.300,1.310,1.200,0.135,0.094,0.061,0.111,0.320,0.146,0.2190,0.0280,0.0220,8.89,26/06/2024,138.60,15523200000,18.26,1.68,0.043,0.037,0.062,0.08
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,1.71,2023,FY,17/11/2023,35460400000,26110000000,4745700000,28793300000,32582400000,4350000000,9444500000,5094500000,5094500000,5094500000,154500000,6314700000,1519500000,91600000,3248800000,6419700000,6193200000,6419700000,6314700000,4304100000,-148600000,3873600000,-1220900000,4155500000,111200000,-341200000,4000000,0,23589800000,340700000,104.080,13.930,67.910,6.620,1.480,0.209,0.148,0.146,0.227,0.264,0.181,0.2410,0.0300,0.0230,41.55,19/07/2024,173.84,59227287552,12.48,1.67,0.042,0.040,0.100,0.08
DHR,Danaher Corporation,Healthcare,Medical - Diagnostics & Research,0.86,2023,FY,21/02/2024,23890000000,9856000000,4764000000,13937000000,84488000000,8274000000,30998000000,17661000000,1875000000,19536000000,286000000,5044000000,823000000,2166000000,8755000000,5202000000,7755000000,5873000000,5044000000,7164000000,-1383000000,5864000000,-13672000000,5781000000,306000000,-1248000000,9000000,0,41074000000,736500000,32.440,6.440,72.630,1.680,1.370,0.089,0.060,0.056,0.068,0.587,0.218,0.1630,0.0150,0.0120,18.19,25/06/2024,254.14,187174109184,39.46,7.83,0.042,0.038,0.069,0.08
