Ticker,Company Name,Sector,Industry,Calendar Year,Beta,Revenue,Cost Of Revenue,Net Income,Total Current Assets,Total Assets,Total Current Liabilities,Total Liabilities,Long-Term Debt,Short-Term Debt,Total Debt,Interest Expense,Income Before Tax,Income Tax Expense,Depreciation and Amortization,Operating Expenses,Operating Income,EBITDA,EBIT,EBT,Operating Cash Flow,Capital Expenditure,Cash And Short Term Investments,Net Cash,Free Cash Flow,Stock Based Compensation,Dividends Paid,Common Stock,Preferred Stock,Retained Earnings,Weighted Average Shares Outstanding,Revenue Per Share,Earnings per Share,Book Value Per Share,Current Ratio,Quick Ratio,Return On Equity,Return On Invested Capital,Return On Assets,Return On Capital Employed,Gross Profit Margin,Operating Profit Margin,Effective Tax Rate,Pre-Tax Cost of Debt,After-Tax Cost of Debt,Interest Coverage Ratio,Price,Market Cap,P/E Ratio,P/S Ratio,Risk Free Rate,Equity Risk Premium,WACC,Avg Market Return
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Specialty Retail,2016,1.16,135987000000.0,88265000000.0,2371000000.0,45781000000.0,83402000000.0,43816000000.0,66737000000.0,15213000000.0,5197000000.0,15213000000.0,484000000.0,3796000000.0,1425000000.0,8116000000.0,43542000000.0,4186000000.0,12492000000.0,4280000000.0,3796000000.0,16443000000.0,-6737000000.0,26581000000.0,11368000000.0,9706000000.0,2975000000.0,,5000000.0,,4916000000.0,9480000000.0,14.34,0.25,1.76,1.04,0.78,0.123,0.066,0.028,0.106,0.351,0.031,0.375,0.032,0.02,8.65,46.833,443979999914.667,187.333,3.267,0.023,0.058,0.087,0.08
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Specialty Retail,2017,1.16,177866000000.0,111934000000.0,3033000000.0,60197000000.0,131310000000.0,57883000000.0,103601000000.0,37926000000.0,6182000000.0,37926000000.0,848000000.0,3802000000.0,769000000.0,11478000000.0,61484000000.0,4106000000.0,16132000000.0,4650000000.0,3802000000.0,18434000000.0,-11955000000.0,32321000000.0,-5605000000.0,6479000000.0,4215000000.0,,5000000.0,463000000.0,8636000000.0,9600000000.0,18.53,0.32,2.89,1.04,0.76,0.109,0.046,0.023,0.056,0.371,0.023,0.202,0.022,0.018,4.84,83.263,799327999317.333,260.2,4.493,0.03,0.051,0.085,0.08
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Specialty Retail,2018,1.16,232887000000.0,139156000000.0,10073000000.0,75101000000.0,162648000000.0,68391000000.0,119099000000.0,33145000000.0,9502000000.0,33145000000.0,1417000000.0,11270000000.0,1197000000.0,15341000000.0,81484000000.0,12421000000.0,28019000000.0,12687000000.0,11270000000.0,30723000000.0,-13427000000.0,41676000000.0,8531000000.0,17296000000.0,,,5000000.0,,19625000000.0,9740000000.0,23.91,1.03,4.47,1.1,0.85,0.231,0.129,0.062,0.132,0.402,0.053,0.106,0.043,0.038,8.77,85.57,833451808085.333,83.08,3.58,0.021,0.057,0.087,0.08
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Specialty Retail,2019,1.16,280522000000.0,165536000000.0,11588000000.0,96334000000.0,225248000000.0,87812000000.0,163188000000.0,63205000000.0,14330000000.0,63205000000.0,1600000000.0,13962000000.0,2374000000.0,21789000000.0,100256000000.0,14541000000.0,37039000000.0,15562000000.0,13962000000.0,38514000000.0,-16861000000.0,55342000000.0,-7863000000.0,21653000000.0,6864000000.0,,5000000.0,,31220000000.0,9880000000.0,28.39,1.17,6.28,1.1,0.86,0.187,0.087,0.051,0.106,0.41,0.052,0.17,0.025,0.021,9.09,127.09,1255649225386.667,108.623,4.473,0.01,0.069,0.087,0.08
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Specialty Retail,2020,1.16,386064000000.0,233307000000.0,21331000000.0,132733000000.0,321195000000.0,126385000000.0,227791000000.0,84389000000.0,16115000000.0,84389000000.0,1647000000.0,24194000000.0,2863000000.0,25251000000.0,127471000000.0,22899000000.0,48647000000.0,25841000000.0,24194000000.0,66064000000.0,-40140000000.0,84653000000.0,264000000.0,25924000000.0,9208000000.0,,5000000.0,,52551000000.0,10000000000.0,38.61,2.13,9.34,1.05,0.86,0.228,0.104,0.066,0.118,0.396,0.059,0.118,0.02,0.017,13.9,164.153,1641533319850.667,77.063,4.25,0.014,0.064,0.087,0.08
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Specialty Retail,2021,1.16,469822000000.0,272344000000.0,33364000000.0,161580000000.0,420549000000.0,142266000000.0,282304000000.0,116395000000.0,15923000000.0,116395000000.0,1809000000.0,38155000000.0,4791000000.0,34433000000.0,157962000000.0,24879000000.0,59741000000.0,39964000000.0,38155000000.0,46327000000.0,-61053000000.0,96309000000.0,-20086000000.0,-14726000000.0,12757000000.0,,5000000.0,,85915000000.0,10120000000.0,46.43,3.3,13.66,1.14,0.91,0.241,0.08,0.079,0.089,0.42,0.053,0.126,0.016,0.014,13.75,130.633,1322009318741.333,39.59,2.813,0.03,0.05,0.082,0.08
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Specialty Retail,2022,1.16,513983000000.0,288831000000.0,-2722000000.0,146791000000.0,462675000000.0,155393000000.0,316632000000.0,140118000000.0,14854000000.0,140118000000.0,2367000000.0,-5936000000.0,-3217000000.0,41921000000.0,229713000000.0,12248000000.0,54618000000.0,-3572000000.0,-5936000000.0,46752000000.0,-63645000000.0,70391000000.0,-69727000000.0,-16893000000.0,19621000000.0,,108000000.0,,83193000000.0,10189000000.0,50.44,-0.27,14.33,0.94,0.72,-0.019,0.019,-0.006,0.04,0.438,0.024,0.542,0.017,0.008,5.17,117.42,1196392404309.333,-434.893,2.327,0.04,0.039,0.078,0.08
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Specialty Retail,2023,1.16,574785000000.0,304739000000.0,30425000000.0,172351000000.0,527854000000.0,164917000000.0,325979000000.0,135611000000.0,18945000000.0,135611000000.0,3182000000.0,37545000000.0,7120000000.0,48663000000.0,232427000000.0,36852000000.0,85515000000.0,40727000000.0,37545000000.0,84946000000.0,-52729000000.0,87283000000.0,-48328000000.0,32217000000.0,24023000000.0,,109000000.0,,113618000000.0,10304000000.0,55.78,2.95,19.59,1.05,0.84,0.151,0.084,0.058,0.102,0.47,0.064,0.19,0.024,0.019,11.58,177.765,1831690567680.0,60.26,3.19,0.042,0.038,0.081,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2014,1.11,584106000.0,192015000.0,86850000.0,679479000.0,811023000.0,144373000.0,255365000.0,42547000.0,1087000.0,42547000.0,6280000.0,121508000.0,34658000.0,10021000.0,266578000.0,125513000.0,137809000.0,127788000.0,121508000.0,114516000.0,-13134000.0,449457000.0,406910000.0,101382000.0,27619000.0,,7000.0,,129814000.0,193708000.0,3.02,0.36,2.87,4.71,4.15,0.156,0.15,0.107,0.188,0.671,0.215,0.285,0.148,0.106,19.99,18.45,3573912576.0,51.25,6.12,0.022,0.059,0.086,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2015,1.11,837591000.0,294031000.0,121102000.0,974328000.0,1159890000.0,235011000.0,371738000.0,41210000.0,1336000.0,41210000.0,3152000.0,146009000.0,24907000.0,13671000.0,394252000.0,149308000.0,162832000.0,149161000.0,146009000.0,200533000.0,-19989000.0,687326000.0,646116000.0,180544000.0,45303000.0,,7000.0,,250915000.0,263856000.0,3.17,0.45,2.99,4.15,3.75,0.154,0.149,0.104,0.161,0.649,0.178,0.171,0.076,0.063,47.37,18.133,4784588714.667,40.297,5.71,0.017,0.062,0.087,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2016,1.11,1129167000.0,406051000.0,184189000.0,1526126000.0,1729007000.0,459553000.0,621187000.0,39593000.0,90951000.0,39593000.0,3136000.0,242225000.0,58036000.0,19749000.0,479707000.0,243409000.0,265110000.0,245361000.0,242225000.0,131440000.0,-21419000.0,867833000.0,828240000.0,110021000.0,59032000.0,,7000.0,,435105000.0,275084000.0,4.1,0.67,4.03,3.32,2.81,0.166,0.15,0.106,0.192,0.64,0.216,0.24,0.079,0.06,77.62,39.357,10826389504.0,58.74,9.587,0.023,0.058,0.086,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2017,1.11,1646186000.0,584417000.0,423201000.0,2266429000.0,2460860000.0,529905000.0,798946000.0,37673000.0,133827000.0,37673000.0,2780000.0,474760000.0,51559000.0,20640000.0,591497000.0,470272000.0,498180000.0,477540000.0,474760000.0,631627000.0,-15279000.0,1535555000.0,1497882000.0,616348000.0,75427000.0,,7000.0,,859114000.0,289032000.0,5.7,1.46,5.75,4.28,3.7,0.255,0.229,0.172,0.244,0.645,0.286,0.109,0.074,0.066,169.16,62.713,18126160213.333,42.953,11.013,0.03,0.051,0.086,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2018,1.11,2151369000.0,777992000.0,328115000.0,2714802000.0,3081983000.0,606504000.0,938594000.0,35431000.0,839000.0,35431000.0,2701000.0,288801000.0,-39314000.0,27671000.0,695030000.0,273347000.0,724173000.0,291502000.0,288801000.0,503119000.0,-23830000.0,1956147000.0,1920716000.0,479289000.0,,,8000.0,,1190803000.0,323361430.0,6.65,1.01,6.63,4.48,4.04,0.153,0.142,0.106,0.11,0.638,0.127,-0.136,0.076,0.087,101.2,63.24,20449376938.667,62.613,9.507,0.021,0.058,0.086,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2019,1.11,2410706000.0,866368000.0,859867000.0,3471636000.0,4185290000.0,597074000.0,1290604000.0,83022000.0,140249000.0,83022000.0,,862270000.0,2403000.0,32849000.0,738564000.0,805774000.0,838623000.0,862270000.0,862270000.0,963034000.0,-15751000.0,2724368000.0,2641346000.0,947283000.0,101280000.0,,8000.0,,1788230000.0,305248000.0,7.9,2.82,9.48,5.81,5.41,0.297,0.258,0.205,0.225,0.641,0.334,0.003,,,,55.827,17040978261.333,19.797,7.07,0.01,0.069,0.087,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2020,1.11,2317512000.0,835626000.0,634557000.0,3836998000.0,4738919000.0,768243000.0,1418628000.0,72397000.0,143357000.0,72397000.0,,738863000.0,104306000.0,44590000.0,782202000.0,699684000.0,744274000.0,738863000.0,738863000.0,735114000.0,-15384000.0,2872868000.0,2800471000.0,719730000.0,137042000.0,,8000.0,,2027614000.0,303936000.0,7.63,2.09,10.92,4.99,4.37,0.191,0.17,0.134,0.176,0.639,0.302,0.141,,,,86.7,26351250773.333,41.48,11.37,0.015,0.064,0.087,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2021,1.11,2948037000.0,1067258000.0,840854000.0,4812676000.0,5734429000.0,1109829000.0,1755829000.0,56527000.0,226643000.0,56527000.0,,930879000.0,90025000.0,50334000.0,956040000.0,924739000.0,975073000.0,930879000.0,930879000.0,1015856000.0,-64736000.0,3408315000.0,3351788000.0,951120000.0,186875000.0,,31000.0,,2456823000.0,306512000.0,9.62,2.74,12.98,4.34,3.75,0.211,0.196,0.147,0.2,0.638,0.314,0.097,,,,107.313,32892824234.667,39.163,11.16,0.03,0.05,0.085,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2022,1.11,4381310000.0,1705614000.0,1352446000.0,5550748000.0,6775410000.0,1293531000.0,1889590000.0,43964000.0,19878000.0,43964000.0,-54690000.0,1581796000.0,229350000.0,62700000.0,1148590000.0,1527106000.0,1589806000.0,1527106000.0,1581796000.0,492813000.0,-44644000.0,3023729000.0,2979765000.0,448169000.0,230934000.0,,31000.0,,3138983000.0,306473000.0,14.3,4.41,15.94,4.29,3.29,0.277,0.264,0.2,0.279,0.611,0.349,0.145,-1.244,-1.064,-27.92,161.48,49489260544.0,36.617,11.297,0.041,0.038,0.083,0.08
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,2023,1.11,5860168000.0,2229887000.0,2087321000.0,8390235000.0,9946806000.0,1909606000.0,2727747000.0,44413000.0,95751000.0,65519000.0,,2422026000.0,334705000.0,70630000.0,1373032000.0,2257249000.0,2309180000.0,2422026000.0,2422026000.0,2034014000.0,-34434000.0,5007968000.0,4942449000.0,1999580000.0,296756000.0,,31000.0,,5114025000.0,309354000.0,18.94,6.75,23.34,4.39,3.38,0.289,0.264,0.21,0.281,0.62,0.385,0.138,,,,299.845,92758249472.0,44.42,15.825,0.043,0.037,0.084,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2014,1.11,936021000.0,153386000.0,254690000.0,1110493000.0,2774103000.0,465099000.0,2774103000.0,,7127000.0,,779000.0,348139000.0,93449000.0,23388000.0,435185000.0,347450000.0,372306000.0,348918000.0,348139000.0,385307000.0,-26023000.0,788778000.0,788778000.0,359284000.0,36861000.0,,932000.0,,1539508000.0,92067000.0,10.17,2.77,,2.39,2.39,0.115,0.114,0.092,0.15,0.836,0.371,0.268,,,446.02,91.087,8386076160.0,32.883,8.96,0.022,0.058,0.086,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2015,1.11,942753000.0,147246000.0,252521000.0,1076426000.0,2729904000.0,484146000.0,2729904000.0,,4695000.0,,325000.0,356765000.0,104244000.0,19394000.0,441828000.0,353679000.0,373073000.0,357090000.0,356765000.0,367523000.0,-16145000.0,784614000.0,784614000.0,351378000.0,33951000.0,,932000.0,,1792029000.0,89561000.0,10.53,2.82,,2.22,2.22,0.115,0.114,0.092,0.158,0.844,0.375,0.292,,,1088.24,88.32,7910027434.667,31.32,8.387,0.017,0.062,0.087,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2016,1.11,988465000.0,146860000.0,265636000.0,1169401000.0,2800526000.0,539100000.0,2800526000.0,,5263000.0,,221000.0,380315000.0,114679000.0,22816.0,465363000.0,376242000.0,393291000.0,380536000.0,380315000.0,356827000.0,-12443000.0,822860000.0,822860000.0,344384000.0,33347000.0,,932000.0,,2057665000.0,87227000.0,11.33,3.05,,2.17,2.17,0.12,0.119,0.095,0.166,0.851,0.381,0.302,,,1702.45,120.877,10543708842.667,39.63,10.667,0.024,0.058,0.086,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2017,1.11,1095250000.0,150164000.0,259251000.0,1006446000.0,2941623000.0,440491000.0,695792000.0,,-162302000.0,,,395694000.0,136443000.0,52516.0,554358000.0,390728000.0,403700000.0,395694000.0,395694000.0,430438000.0,-19149000.0,881787000.0,881787000.0,411289000.0,53154000.0,,932000.0,,2316916000.0,84988000.0,12.89,3.05,26.43,2.28,2.35,0.115,0.123,0.088,0.156,0.863,0.357,0.345,,,,159.953,13594113706.667,52.443,12.41,0.029,0.051,0.086,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2018,1.11,1293636000.0,155885000.0,419375000.0,1095064000.0,3265964000.0,328584000.0,616417000.0,,8726000.0,,,487085000.0,67710000.0,161141.0,661177000.0,476574000.0,490369000.0,487085000.0,487085000.0,486437000.0,-21762000.0,777364000.0,777364000.0,464675000.0,,,932000.0,,2919411000.0,83973000.0,15.41,4.99,31.55,3.33,3.44,0.158,0.154,0.128,0.162,0.88,0.368,0.139,,,,202.743,17024965632.0,40.63,13.16,0.021,0.058,0.087,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2019,1.11,1515892000.0,166273000.0,451295000.0,1305861000.0,4838887000.0,351353000.0,1385508000.0,423531000.0,75000000.0,423531000.0,3461000.0,522583000.0,71288000.0,171860.0,834579000.0,515040000.0,541213000.0,526044000.0,522583000.0,499936000.0,-44940000.0,872382000.0,448851000.0,454996000.0,116190000.0,,946000.0,,3370706000.0,84259000.0,17.99,5.36,40.99,3.72,3.72,0.131,0.112,0.093,0.115,0.89,0.34,0.136,0.008,0.007,148.81,284.747,23992469504.0,53.123,15.827,0.008,0.071,0.087,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2020,1.11,1681297000.0,225264000.0,433887000.0,1450715000.0,5940590000.0,372061000.0,1842718000.0,798118000.0,23600000.0,798118000.0,10988000.0,493925000.0,60038000.0,206297.0,959677000.0,496356000.0,521512000.0,504913000.0,493925000.0,547310000.0,-35370000.0,913151000.0,115033000.0,511940000.0,145615000.0,,953000.0,,3804593000.0,85840000.0,19.59,5.05,47.74,3.9,4.02,0.106,0.089,0.073,0.089,0.866,0.295,0.122,0.014,0.012,45.17,356.26,30581357909.333,70.55,18.19,0.015,0.064,0.085,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2021,1.11,1906715000.0,257984000.0,454627000.0,1313919000.0,6324314000.0,391528000.0,1840266000.0,753576000.0,22800000.0,753576000.0,12405000.0,515354000.0,60727000.0,236558.0,1135460000.0,513271000.0,542972000.0,527759000.0,515354000.0,549482000.0,-23018000.0,668028000.0,-85548000.0,526464000.0,166338000.0,,953000.0,,4259220000.0,87100000.0,21.89,5.22,51.48,3.36,3.49,0.101,0.086,0.072,0.087,0.865,0.269,0.118,0.016,0.014,41.38,260.83,22718292650.667,49.967,11.917,0.03,0.05,0.083,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2022,1.11,2065553000.0,250641000.0,523710000.0,1374861000.0,6687945000.0,413989000.0,1822094000.0,753574000.0,22800000.0,753574000.0,22726000.0,575315000.0,51605000.0,228485.0,1222254000.0,592658000.0,613763000.0,598041000.0,575315000.0,631003000.0,-24370000.0,614574000.0,-139000000.0,606633000.0,168128000.0,,953000.0,,4782930000.0,87051000.0,23.73,6.02,55.9,3.32,3.44,0.108,0.096,0.078,0.094,0.879,0.287,0.09,0.03,0.028,26.08,296.58,25817585664.0,49.267,12.5,0.042,0.038,0.083,0.08
ANSS,"ANSYS, Inc.",Technology,Software - Application,2023,1.11,2269949000.0,271298000.0,500412000.0,2049567000.0,7322875000.0,889294000.0,1932511000.0,854396000.0,22454000.0,854396000.0,47145000.0,592138000.0,91726000.0,167895.0,1372516000.0,626135000.0,778001000.0,639283000.0,592138000.0,717122000.0,-25318000.0,860390000.0,5994000.0,691804000.0,221891000.0,,953000.0,,5283342000.0,86833000.0,26.14,5.76,62.08,2.3,2.3,0.093,0.084,0.068,0.097,0.88,0.276,0.155,0.055,0.047,13.28,330.35,28685282304.0,57.355,12.64,0.043,0.038,0.083,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2014,0.91,12045000000.0,7014000000.0,1397000000.0,15823000000.0,29772000000.0,15014000000.0,23141000000.0,4799000000.0,783000000.0,5582000000.0,255000000.0,1765000000.0,334000000.0,594000000.0,3065000000.0,1966000000.0,2614000000.0,1986000000.0,1765000000.0,1642000000.0,-256000000.0,768000000.0,-4814000000.0,1386000000.0,328000000.0,-273000000.0,3000000.0,,4605000000.0,295348837.0,40.78,4.73,22.45,1.05,0.28,0.213,0.131,0.047,0.133,0.418,0.163,0.189,0.046,0.037,7.71,97.69,28852628138.667,20.653,2.397,0.021,0.059,0.068,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2015,0.91,11682000000.0,6837000000.0,1385000000.0,13972000000.0,27164000000.0,13118000000.0,21001000000.0,5175000000.0,562000000.0,5737000000.0,273000000.0,1689000000.0,267000000.0,543000000.0,2997000000.0,1848000000.0,2505000000.0,1925000000.0,1689000000.0,2009000000.0,-290000000.0,740000000.0,-4997000000.0,1719000000.0,340000000.0,-323000000.0,3000000.0,,4117000000.0,280933063.0,41.58,4.93,21.94,1.07,0.31,0.227,0.131,0.051,0.132,0.415,0.158,0.158,0.048,0.04,6.77,102.04,28666409642.667,20.7,2.453,0.017,0.062,0.068,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2016,0.91,11627000000.0,6914000000.0,1396000000.0,13146000000.0,26615000000.0,12495000000.0,21083000000.0,5869000000.0,336000000.0,6205000000.0,282000000.0,1669000000.0,239000000.0,509000000.0,2807000000.0,1906000000.0,2460000000.0,1917000000.0,1669000000.0,2326000000.0,-222000000.0,721000000.0,-5484000000.0,2104000000.0,331000000.0,-345000000.0,3000000.0,,3807000000.0,267946257.0,43.39,5.21,20.65,1.05,0.29,0.255,0.14,0.052,0.135,0.405,0.164,0.143,0.045,0.039,6.76,133.613,35801193130.667,25.647,3.08,0.024,0.058,0.069,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2017,0.91,9998000000.0,6089000000.0,1226000000.0,13677000000.0,26088000000.0,12755000000.0,21440000000.0,5667000000.0,299000000.0,5966000000.0,282000000.0,685000000.0,250000000.0,891000000.0,2930000000.0,979000000.0,1858000000.0,1758000000.0,685000000.0,734000000.0,-183000000.0,1285000000.0,-4681000000.0,551000000.0,319000000.0,-364000000.0,2000000.0,,2302000000.0,258500000.0,38.68,4.74,17.98,1.07,0.32,0.268,0.059,0.047,0.073,0.391,0.098,0.365,0.047,0.03,3.47,143.503,37095611050.667,30.273,3.713,0.03,0.051,0.069,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2018,0.91,10770000000.0,6103000000.0,1134000000.0,14372000000.0,26422000000.0,13296000000.0,22203000000.0,5993000000.0,251000000.0,6244000000.0,278000000.0,1246000000.0,146000000.0,769000000.0,3123000000.0,1544000000.0,2293000000.0,1558000000.0,1246000000.0,1686000000.0,-240000000.0,828000000.0,-5416000000.0,1446000000.0,338000000.0,-382000000.0,2000000.0,,2093000000.0,245200000.0,43.92,4.62,17.21,1.08,0.32,0.273,0.131,0.043,0.118,0.433,0.143,0.117,0.045,0.039,5.55,186.037,45616190805.333,40.27,4.237,0.021,0.058,0.07,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2019,0.91,11013000000.0,6054000000.0,1532000000.0,16476000000.0,29405000000.0,15571000000.0,25956000000.0,7571000000.0,712000000.0,8283000000.0,307000000.0,1871000000.0,297000000.0,573000000.0,2790000000.0,2169000000.0,2742000000.0,2136000000.0,1871000000.0,1835000000.0,-225000000.0,928000000.0,-7355000000.0,1610000000.0,317000000.0,-410000000.0,2000000.0,1254000000.0,1254000000.0,238600000.0,46.16,6.42,14.46,1.06,0.3,0.454,0.156,0.052,0.157,0.45,0.197,0.159,0.037,0.031,7.07,213.767,51004727296.0,33.297,4.63,0.01,0.069,0.068,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2020,0.91,11066000000.0,5905000000.0,1969000000.0,18676000000.0,32106000000.0,17424000000.0,28523000000.0,8178000000.0,448000000.0,8626000000.0,334000000.0,2465000000.0,448000000.0,431000000.0,2380000000.0,2781000000.0,3212000000.0,2751000000.0,2465000000.0,2783000000.0,-141000000.0,1192000000.0,-7434000000.0,2642000000.0,312000000.0,-412000000.0,2000000.0,1042000000.0,1042000000.0,231900000.0,47.72,8.49,15.45,1.07,0.28,0.563,0.188,0.061,0.189,0.466,0.251,0.182,0.039,0.032,8.33,264.333,61298898261.333,31.137,5.54,0.015,0.064,0.069,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2021,0.91,12193000000.0,6738000000.0,1255000000.0,19032000000.0,31928000000.0,19073000000.0,30770000000.0,9000000000.0,1164000000.0,10164000000.0,322000000.0,1931000000.0,623000000.0,489000000.0,3365000000.0,2090000000.0,2579000000.0,2200000000.0,1931000000.0,2182000000.0,-137000000.0,836000000.0,-9328000000.0,2045000000.0,449000000.0,-447000000.0,2000000.0,,-1694000000.0,224700000.0,54.26,5.59,5.15,1.0,0.24,1.183,0.126,0.039,0.163,0.447,0.171,0.323,0.032,0.022,6.49,274.787,61744564906.667,49.157,5.06,0.031,0.05,0.068,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2022,0.91,12479000000.0,6477000000.0,2589000000.0,20723000000.0,32704000000.0,20306000000.0,33133000000.0,10518000000.0,945000000.0,11463000000.0,406000000.0,3156000000.0,510000000.0,157000000.0,2333000000.0,3669000000.0,3826000000.0,3505000000.0,3156000000.0,3219000000.0,-196000000.0,1142000000.0,-10321000000.0,3023000000.0,397000000.0,-463000000.0,2000000.0,,-2772000000.0,211700000.0,58.95,12.23,-2.03,1.02,0.24,-4.894,0.281,0.079,0.296,0.481,0.294,0.162,0.035,0.03,9.04,317.46,67206280533.333,25.957,5.387,0.042,0.038,0.07,0.08
AON,Aon plc,Financial Services,Insurance - Brokers,2023,0.91,13401000000.0,1084000000.0,2564000000.0,21704000000.0,33959000000.0,21651000000.0,34701000000.0,9995000000.0,1386000000.0,12032000000.0,484000000.0,3169000000.0,541000000.0,256000000.0,8175000000.0,4142000000.0,4398000000.0,3589000000.0,3169000000.0,3435000000.0,-252000000.0,1147000000.0,-10885000000.0,3183000000.0,438000000.0,-489000000.0,2000000.0,,-3399000000.0,203500000.0,65.85,12.6,-3.65,1.0,1.0,-3.104,0.325,0.076,0.336,0.919,0.309,0.171,0.04,0.033,8.56,303.935,61850771456.0,24.12,4.615,0.043,0.037,0.07,0.08
AOS,A. O. Smith Corporation,Industrials,Industrial - Machinery,2014,1.14,2356000000.0,1496700000.0,207800000.0,1319000000.0,2515300000.0,605200000.0,1134000000.0,210100000.0,13700000.0,223800000.0,5700000.0,286700000.0,78900000.0,59800000.0,572100000.0,287200000.0,352200000.0,292400000.0,286700000.0,263900000.0,-86100000.0,541900000.0,318100000.0,177800000.0,10800000.0,-54400000.0,148200000.0,,1135500000.0,178799066.0,13.18,1.16,7.73,2.18,1.84,0.15,0.13,0.083,0.15,0.365,0.122,0.275,0.026,0.019,50.39,34.713,6206711637.333,29.927,2.637,0.022,0.058,0.086,0.08
AOS,A. O. Smith Corporation,Industrials,Industrial - Machinery,2015,1.14,2536500000.0,1526700000.0,282900000.0,1455300000.0,2646500000.0,653200000.0,1204200000.0,236100000.0,12900000.0,249000000.0,7400000.0,402500000.0,119600000.0,63000000.0,610700000.0,399100000.0,472900000.0,409900000.0,402500000.0,344400000.0,-72700000.0,645200000.0,396200000.0,271700000.0,8800000.0,-67800000.0,148100000.0,,1350700000.0,175896866.0,14.42,1.61,8.2,2.23,1.89,0.196,0.166,0.107,0.2,0.398,0.157,0.297,0.03,0.021,53.93,42.06,7398222165.333,26.127,2.917,0.018,0.062,0.087,0.08
AOS,A. O. Smith Corporation,Industrials,Industrial - Machinery,2016,1.14,2685900000.0,1566600000.0,326500000.0,1562000000.0,2891000000.0,765600000.0,1375700000.0,316400000.0,7200000.0,323600000.0,7300000.0,462500000.0,136000000.0,65099999.0,658900000.0,460400000.0,534900000.0,469800000.0,462500000.0,446600000.0,-80700000.0,754600000.0,431000000.0,365900000.0,9400000.0,-84200000.0,296000000.0,,1593000000.0,173441584.0,15.49,1.88,8.74,2.04,1.71,0.216,0.177,0.113,0.217,0.417,0.171,0.294,0.023,0.016,63.07,56.113,9732385450.667,29.847,3.623,0.023,0.058,0.086,0.08
AOS,A. O. Smith Corporation,Industrials,Industrial - Machinery,2017,1.14,2996700000.0,1758000000.0,296500000.0,1766800000.0,3197300000.0,788500000.0,1548500000.0,402900000.0,7500000.0,410400000.0,10100000.0,520800000.0,224300000.0,70100000.0,718200000.0,520500000.0,601000000.0,530900000.0,520800000.0,326400000.0,-94200000.0,820000000.0,409600000.0,232200000.0,9900000.0,-96900000.0,295700000.0,,1792600000.0,171663130.0,17.46,1.73,9.6,2.24,1.87,0.18,0.144,0.093,0.216,0.413,0.174,0.431,0.025,0.014,51.53,56.873,9763054592.0,32.877,3.26,0.03,0.05,0.084,0.08
AOS,A. O. Smith Corporation,Industrials,Industrial - Machinery,2018,1.14,3187900000.0,1882400000.0,444200000.0,1638500000.0,3071500000.0,785300000.0,1354500000.0,221400000.0,,221400000.0,8400000.0,557800000.0,113600000.0,71900000.0,753800000.0,551700000.0,644800000.0,566200000.0,557800000.0,448900000.0,-85200000.0,645000000.0,423600000.0,363700000.0,10100000.0,-130100000.0,295500000.0,,2102800000.0,168159148.0,18.96,2.64,10.21,2.09,1.7,0.259,0.227,0.145,0.241,0.41,0.173,0.204,0.038,0.03,65.68,49.767,8368720213.333,18.853,2.627,0.021,0.058,0.087,0.08
