Ticker,Company Name,Sector,Industry,Beta,Calendar Year,Period,Filing Date,Revenue,Cost Of Revenue,Net Income,Total Current Assets,Total Assets,Total Current Liabilities,Total Liabilities,Long-Term Debt,Short-Term Debt,Total Debt,Interest Expense,Income Before Tax,Income Tax Expense,Depreciation and Amortization,Operating Expenses,Operating Income,EBITDA,EBIT,EBT,Operating Cash Flow,Capital Expenditure,Cash And Short Term Investments,Net Cash,Free Cash Flow,Stock Based Compensation,Dividends Paid,Common Stock,Preferred Stock,Retained Earnings,Weighted Average Shares Outstanding,Revenue Per Share,Earnings per Share,Book Value Per Share,Current Ratio,Quick Ratio,Return On Equity,Return On Invested Capital,Return On Assets,Return On Capital Employed,Gross Profit Margin,Operating Profit Margin,Effective Tax Rate,Pre-Tax Cost of Debt,After-Tax Cost of Debt,Interest Coverage Ratio,Price Dates,Price,Market Cap,P/E Ratio,P/S Ratio,Risk Free Rate,Equity Risk Premium,WACC,Avg Market Return
CME,CME Group Inc.,Financial Services,Financial - Data & Stock Exchanges,0.53,2023,FY,,5578900000.0,1038500000.0,3226200000,94890200000.0,129840500000,93416900000,103102600000,3425400000,55100000.0,3883900000,159400000.0,4153600000,927400000,352600000,1104700000,3435700000,3788300000,4313000000,4153600000,3453800000,-76400000.0,3028900000,-855000000,3377400000,82900000.0,-3235500000.0,3600000.0,4455200000.0,4455200000.0,359023000,15.54,8.87,74.47,1.02,1.02,0.121,0.088,0.025,0.094,0.814,0.616,0.223,0.041,0.032,21.55,,197.08,70756253696,22.22,12.68,0.044,0.036,0.062,0.08
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,1.24,2023,FY,,9871649000.0,7285557000.0,1228737000,1620713000.0,8044362000,1030625000,4982155000,3803551000,248074000.0,4051625000,,1620506000,391769000,319394000,952978000,1557813000,2027809000,1620506000,1620506000,1783477000,-560731000.0,1295447000,-2756178000,1222746000,124016000.0,,375000.0,,6056985000.0,1377750000,7.17,0.89,2.22,1.57,1.53,0.401,0.166,0.153,0.222,0.262,0.158,0.242,,,,,63.42,87376904192,71.26,8.85,0.043,0.037,0.085,0.08
CMI,Cummins Inc.,Industrials,Industrial - Machinery,0.99,2023,FY,,34065000000.0,25816000000.0,735000000,15198000000.0,32005000000,12903000000,22101000000,5176000000,2032000000.0,7208000000,375000000.0,1626000000,786000000,167895,6837000000,1761000000,3023000000,1896000000,1626000000,3966000000,-1213000000.0,2741000000,-4467000000,2753000000,79000000.0,-921000000.0,556000000.0,,17851000000.0,141700000,240.4,5.19,69.89,1.18,0.74,0.083,0.057,0.023,0.092,0.242,0.052,0.483,0.052,0.027,4.7,,269.91,38246248448,52.01,1.12,0.042,0.038,0.071,0.08
CMS,CMS Energy Corporation,Utilities,Regulated Electric,0.38,2023,FY,,7462000000.0,4600000000.0,887000000,2839000000.0,33517000000,2895000000,25392000000,14570000000,1073000000.0,15643000000,643000000.0,954000000,147000000,167895,1627000000,1235000000,2777000000,1677000000,954000000,2309000000,-2574000000.0,227000000,-15416000000,-265000000,28000000.0,-579000000.0,3000000.0,224000000.0,1658000000.0,291200000,25.63,3.01,27.9,0.98,0.66,0.118,0.045,0.026,0.04,0.384,0.166,0.154,0.041,0.035,1.92,,59.81,17416671232,19.87,2.33,0.043,0.037,0.047,0.08
CNC,Centene Corporation,Healthcare,Medical - Healthcare Plans,0.5,2023,FY,,153999000000.0,122458000000.0,2702000000,40756000000.0,84641000000,36716000000,58685000000,17710000000,119000000.0,17829000000,-725000000.0,3598000000,899000000,167895,28611000000,2930000000,2930000000,2876000000,3598000000,8053000000,-799000000.0,19652000000,1823000000,7254000000,216000000.0,,1000000.0,,12043000000.0,543319000,283.44,4.97,47.77,1.11,2.07,0.105,0.05,0.032,0.061,0.205,0.019,0.25,-0.041,-0.03,-4.04,,68.04,36967424000,13.69,0.24,0.042,0.038,0.031,0.08
CNP,"CenterPoint Energy, Inc.",Utilities,Regulated Electric,0.92,2023,FY,,8696000000.0,5010000000.0,917000000,3027000000.0,39715000000,3864000000,30048000000,17559000000,1059000000.0,18618000000,701000000.0,1087000000,170000000,167895,1926000000,1760000000,3198000000,1788000000,1087000000,3877000000,-4401000000.0,631000000,-17987000000,-524000000,65000000.0,-535000000.0,6000000.0,,1092000000.0,630947000,13.78,1.37,15.32,0.78,0.58,0.095,0.052,0.023,0.049,0.424,0.202,0.156,0.038,0.032,2.51,,31.31,19754950656,22.85,2.27,0.042,0.038,0.055,0.08
COF,Capital One Financial Corporation,Financial Services,Financial - Credit Services,1.46,2023,FY,,49484000000.0,23715000000.0,4887000000,46233000000.0,478464000000,29211000000,420375000000,49318000000,538000000.0,49856000000,3208000000.0,6045000000,1158000000,82000000,8854000000,-4000000,-4000000,9253000000,6045000000,20575000000,-961000000.0,43297000000,-6559000000,19614000000,513000000.0,-1159000000.0,7000000.0,4845000000.0,60945000000.0,382400000,129.4,11.98,151.91,1.58,3.15,0.084,,0.01,,0.521,,0.192,0.064,0.052,,,134.03,51253071872,11.19,1.04,0.043,0.037,0.075,0.08
COO,"The Cooper Companies, Inc.",Healthcare,Medical - Instruments & Supplies,0.98,2023,FY,,3593200000.0,1235300000.0,294200000,1704900000.0,11658900000,969000000,4107900000,2523800000,45400000.0,2569200000,105300000.0,412900000,118700000,167895,1824800000,533100000,704400000,518200000,412900000,607500000,-392500000.0,120800000,-2448400000,215000000,62100000.0,-3000000.0,5400000.0,200000.0,6876100000.0,198000000,18.15,1.49,38.14,1.76,1.0,0.039,0.038,0.025,0.05,0.656,0.148,0.287,0.041,0.029,5.06,,96.12,19031760896,64.51,5.3,0.046,0.034,0.073,0.08
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,1.25,2023,FY,,56055000000.0,38246000000.0,10957000000,14330000000.0,95924000000,10005000000,46645000000,17025000000,1267000000.0,19634000000,1216000000.0,16288000000,5331000000,8432000000,2779000000,15030000000,23462000000,17504000000,16288000000,19965000000,-11248000000.0,6606000000,-13028000000,8717000000,334000000.0,-5583000000.0,21000000.0,,59268000000.0,1202757000,46.61,9.08,40.97,1.43,1.29,0.222,0.15,0.114,0.175,0.318,0.268,0.327,0.062,0.042,12.36,,111.33,133902934016,12.26,2.39,0.042,0.038,0.083,0.08
COR,Cencora,Healthcare,Medical - Distribution,0.45,2023,FY,,262173411000.0,253213918000.0,1745293000,42798826000.0,62558746000,48831198000,61892459000,4146113000,641344000.0,4787457000,228931000.0,2160836000,428260000,167895,6273888000,2340731000,3698545000,2402484000,2160836000,3911334000,-458359000.0,2592051000,-2195406000,3452975000,124624000.0,-398752000.0,666287000.0,,4324187000.0,202511000,1294.61,8.62,3.29,0.88,0.52,2.619,0.344,0.028,0.17,0.034,0.009,0.198,0.048,0.038,10.22,,230.51,46680809472,26.74,0.18,0.045,0.04,0.059,0.08
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,0.77,2023,FY,,242290000000.0,212586000000.0,6292000000,35879000000.0,68994000000,33583000000,43936000000,7803000000,1081000000.0,8884000000,160000000.0,8487000000,2195000000,2077000000,21590000000,8114000000,10724000000,8647000000,8487000000,11068000000,-4323000000.0,15234000000,6350000000,6745000000,774000000.0,-1251000000.0,2000000.0,,19521000000.0,443854000,545.88,14.18,56.46,1.07,0.57,0.251,0.177,0.091,0.229,0.123,0.034,0.259,0.018,0.013,50.71,,847.81,376303845376,59.79,1.55,0.043,0.04,0.07,0.08
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,1.2,2023,FY,,3757719000.0,819908000.0,981890000,7084265000.0,15476252000,6825753000,12193893000,4596156000,2126749000.0,6722905000,348607000.0,1325005000,343115000,167895,1280938000,1656873000,2010100000,1673612000,1325005000,2101132000,-153822000.0,1389648000,-5333257000,1947310000,116086000.0,,129000.0,,8192659000.0,73155000,51.37,13.42,44.87,1.04,0.59,0.299,0.123,0.063,0.191,0.782,0.441,0.259,0.052,0.038,4.75,,302.6,22136702976,22.55,5.89,0.045,0.035,0.076,0.08
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,0.16,2023,FY,,9357000000.0,6440000000.0,858000000,2061000000.0,12058000000,2222000000,8395000000,4498000000,191000000.0,4498000000,188000000.0,1128000000,270000000,387000000,1557000000,1312000000,1763000000,1316000000,1128000000,1143000000,-370000000.0,189000000,-4309000000,773000000,63000000.0,-447000000.0,12000000.0,,4451000000.0,299000000,31.29,2.87,12.25,0.93,0.35,0.234,0.12,0.071,0.133,0.312,0.14,0.239,0.042,0.032,6.98,,45.64,13646359552,15.9,1.46,0.045,0.04,0.046,0.08
CPRT,"Copart, Inc.",Consumer Cyclical,Auto - Dealerships,1.28,2023,FY,,3869518000.0,2132527000.0,1237741000,3262604000.0,6737879000,492769000,750439000,98985000,21468000.0,120453000,65928000.0,1554328000,316587000,159684000,250422000,1486569000,1646253000,1620256000,1554328000,1364210000,-516636000.0,2363984000,2243531000,847574000,39673000.0,,96000.0,,5189440000.0,953574000,4.06,1.3,6.28,6.62,6.54,0.207,0.194,0.184,0.238,0.449,0.384,0.204,0.547,0.436,22.55,,52.53,50091241472,40.41,12.95,0.046,0.03,0.09,0.08
CPT,Camden Property Trust,Real Estate,REIT - Residential,0.9,2023,FY,,1546357000.0,1159156000.0,403309000,279952000.0,9383737000,429543000,4331966000,3715436000,536600000.0,3715436000,133395000.0,414203000,3650000,1221662000,62506000,324695000,899508000,540354000,414203000,794950000,-410934000.0,268047000,-3447389000,384016000,14512000.0,-434875000.0,1156000.0,,-613651000.0,108653000,14.23,3.71,46.49,0.65,0.65,0.081,0.035,0.043,0.036,0.25,0.21,0.009,0.036,0.036,2.43,,108.68,11808407552,29.29,7.64,0.043,0.037,0.066,0.08
CRL,"Charles River Laboratories International, Inc.",Healthcare,Medical - Diagnostics & Research,1.38,2023,FY,,4129409000.0,2626853000.0,474624000,1608662000.0,8195001000,1055082000,4536003000,3066381000,441115000.0,3066381000,136710000.0,581284000,100914000,314124000,885295000,617261000,1032118000,712248000,581284000,683898000,-318528000.0,276771000,-2789610000,365370000,72048000.0,,513000.0,,1887218000.0,51227000,80.61,9.27,71.43,1.52,1.16,0.132,0.072,0.058,0.087,0.364,0.15,0.174,0.045,0.037,4.52,,209.8,10747424768,22.63,2.6,0.042,0.038,0.082,0.08
CRM,"Salesforce, Inc.",Technology,Software - Application,1.29,2023,FY,,31352000000.0,8360000000.0,208000000,26395000000.0,98849000000,25891000000,40490000000,12316000000,1772000000.0,14088000000,287000000.0,660000000,452000000,3786000000,21134000000,2925000000,6711000000,947000000,660000000,7111000000,-798000000.0,12508000000,-1580000000,6313000000,3279000000.0,,1000000.0,,7585000000.0,992000000,31.6,0.21,58.83,1.02,0.95,0.004,0.013,0.002,0.04,0.733,0.093,0.685,0.02,0.006,10.19,,211.47,209778245632,1007.0,6.69,0.045,0.04,0.085,0.08
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,1.1,2023,FY,,2241236000.0,601231000.0,-182285000,3640267000.0,5026540000,2109072000,3539106000,770572000,13046000.0,783618000,25319000.0,-159883000,22402000,149358000,1830117000,-190112000,-40754000,-134564000,-159883000,941007000,-266437000.0,2705369000,1921751000,674570000,526504000.0,,118000.0,,-1148163000.0,233139000,9.61,-0.78,6.38,1.73,1.64,-0.124,-0.096,-0.036,-0.065,0.732,-0.085,-0.14,0.032,0.037,-7.51,,190.76,44473593856,-244.56,19.84,0.046,0.03,0.082,0.08
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,0.84,2023,FY,,56998000000.0,21245000000.0,12613000000,43348000000.0,101852000000,31309000000,57499000000,6658000000,1733000000.0,8391000000,427000000.0,15318000000,2705000000,1726000000,20191000000,15031000000,18002000000,15745000000,15318000000,19886000000,-849000000.0,26146000000,17755000000,19037000000,2353000000.0,-6302000000.0,44289000000.0,,1639000000.0,4093000000,13.93,3.08,10.84,1.38,1.27,0.284,0.235,0.124,0.213,0.627,0.264,0.177,0.051,0.042,35.2,,47.79,195604463616,15.52,3.43,0.045,0.04,0.073,0.08
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate - Services,0.81,2023,FY,,2455000000.0,491500000.0,374700000,5476100000.0,8919700000,455800000,1581100000,1070400000,40000000.0,1110400000,213600000.0,501300000,126600000,167895,1681200000,282300000,389800000,714900000,501300000,489500000,-25300000.0,5215900000,4105500000,464200000,85000000.0,,4100000.0,,2204300000.0,405300000,6.06,0.92,18.11,12.01,12.01,0.051,0.025,0.042,0.033,0.8,0.115,0.253,0.192,0.144,1.32,,72.85,29526104064,79.18,12.03,0.043,0.037,0.076,0.08
CSX,CSX Corporation,Industrials,Railroads,1.2,2023,FY,,14657000000.0,8992000000.0,3715000000,3384000000.0,42970000000,3224000000,30837000000,17975000000,626000000.0,19092000000,809000000.0,4891000000,1176000000,1640000000,136000000,5529000000,7169000000,5700000000,4891000000,5549000000,-2281000000.0,1436000000,-17656000000,3268000000,60000000.0,-882000000.0,1959000000.0,,9790000000.0,2008000000,7.3,1.85,6.04,1.05,0.91,0.306,0.137,0.087,0.139,0.386,0.377,0.24,0.042,0.032,6.83,,33.03,66324238336,17.85,4.53,0.042,0.038,0.075,0.08
CTAS,Cintas Corporation,Industrials,Specialty Business Services,1.3,2023,FY,,8815769000.0,4642401000.0,1348010000,2938459000.0,8546356000,1230062000,4682370000,2624683000,43710000.0,2668393000,111232000.0,1693148000,345138000,410878000,2370704000,1802664000,2213542000,1804380000,1693148000,1597814000,-331109000.0,124149000,-2544244000,1266705000,103621000.0,-449917000.0,2031542000.0,,9597315000.0,101645000,86.73,13.21,38.01,2.39,1.15,0.349,0.22,0.158,0.246,0.473,0.204,0.204,0.042,0.033,16.21,,687.03,69833162752,52.01,7.92,0.042,0.04,0.089,0.08
CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1.16,2023,FY,,4276000000.0,3216000000.0,-232000000,2679000000.0,10782000000,1507000000,6147000000,4313000000,536000000.0,4849000000,184000000.0,-315000000,-83000000,422000000,987000000,-137000000,79000000,-131000000,-315000000,261000000,-583000000.0,280000000,-4569000000,-322000000,35000000.0,,2000000.0,24000000.0,262000000.0,181000000,23.62,-1.28,25.61,1.78,1.27,-0.05,-0.011,-0.022,-0.015,0.248,-0.032,0.263,0.038,0.028,-0.74,,59.52,10773120000,-46.5,2.52,,,0.009,0.08
CTRA,Coterra Energy Inc.,Energy,Oil & Gas Exploration & Production,0.23,2023,FY,,5684000000.0,3481000000.0,1625000000,2015000000.0,20680000000,1660000000,7633000000,1586000000,697000000.0,2526000000,73000000.0,2128000000,503000000,167895,279000000,1924000000,3565000000,2201000000,2128000000,3658000000,-2099000000.0,965000000,-1561000000,1559000000,57000000.0,-890000000.0,75000000.0,8000000.0,5366000000.0,756000000,7.52,2.14,17.26,1.21,1.18,0.124,0.096,0.079,0.101,0.388,0.338,0.236,0.029,0.022,26.36,,26.85,20298600448,12.55,3.57,0.043,0.037,0.048,0.08
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,1.05,2023,FY,,19353000000.0,13160000000.0,2126000000,7506000000.0,18483000000,3333000000,5256000000,606000000,186000000.0,1315000000,41000000.0,2787000000,668000000,167895,3249000000,2944000000,3463000000,2835000000,2787000000,2330000000,-317000000.0,2635000000,1320000000,2013000000,176000000.0,-591000000.0,5000000.0,,13301000000.0,505000000,38.32,4.21,26.19,2.25,2.25,0.161,0.16,0.115,0.194,0.32,0.152,0.24,0.031,0.024,71.8,,65.81,33234049024,15.63,1.72,0.042,0.038,0.08,0.08
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,0.77,2023,FY,,17226000000.0,9920000000.0,735000000,16260000000.0,42996000000,10409000000,17717000000,2291000000,198000000.0,2489000000,233000000.0,1093000000,152000000,167895,5196000000,941000000,3248000000,1120000000,1093000000,1769000000,-595000000.0,2742000000,253000000,1174000000,54000000.0,-439000000.0,7000000.0,,-41000000.0,709000000,24.3,1.04,35.65,1.56,0.9,0.029,0.029,0.017,0.029,0.424,0.055,0.139,0.094,0.081,4.04,,51.94,36825460736,49.94,2.14,0.043,0.037,0.072,0.08
CVS,CVS Health Corporation,Healthcare,Medical - Healthcare Plans,0.51,2023,FY,,356623000000.0,303345000000.0,8344000000,67858000000.0,249728000000,79189000000,173092000000,74672000000,4713000000.0,79385000000,2658000000.0,11173000000,2805000000,4366000000,40600000000,14073000000,18439000000,13807000000,11173000000,13426000000,-3031000000.0,11455000000,-67930000000,10395000000,588000000.0,-3132000000.0,48992000000.0,,61604000000.0,1285000000,277.53,6.49,59.64,0.86,0.63,0.109,0.068,0.033,0.082,0.149,0.04,0.251,0.034,0.025,5.29,,60.0,77099999232,9.24,0.22,0.044,0.036,0.044,0.08
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,1.09,2023,FY,,200949000000.0,166676000000.0,21369000000,41128000000.0,261632000000,32258000000,99703000000,19733000000,2067000000.0,26070000000,469000000.0,29584000000,8173000000,17326000000,29240000000,30053000000,47379000000,30011000000,29584000000,35609000000,-15829000000.0,8498000000,-17572000000,19780000000,85000000.0,-11336000000.0,1832000000.0,,200025000000.0,1873000000,107.29,11.41,86.45,1.27,1.01,0.133,0.119,0.082,0.131,0.171,0.15,0.276,0.018,0.013,64.08,,156.52,293161959424,13.72,1.46,0.044,0.036,0.078,0.08
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,"Gambling, Resorts & Casinos",2.98,2023,FY,,11528000000.0,5395000000.0,786000000,2045000000.0,33366000000,2690000000,28646000000,24983000000,88000000.0,25071000000,2354000000.0,-60000000,-888000000,1261000000,3579000000,2472000000,3837000000,2252000000,-60000000,1809000000,-1294000000.0,1005000000,-24066000000,515000000,104000000.0,,,,-2523000000.0,215000000,53.62,3.66,21.95,0.76,0.74,0.173,-1.152,0.024,0.081,0.532,0.214,14.8,0.094,-1.296,1.05,,38.99,8382850048,10.65,0.73,0.042,0.038,-0.932,0.08
D,"Dominion Energy, Inc.",Utilities,Regulated Electric,0.59,2023,FY,,13686000000.0,6475000000.0,1994000000,25387000000.0,109032000000,24476000000,81503000000,33045000000,11031000000.0,44906000000,1790000000.0,2732000000,575000000,167895,3844000000,3367000000,6495000000,4359000000,2732000000,6572000000,-10235000000.0,268000000,-44638000000,-3663000000,44000000.0,-2233000000.0,23728000000.0,1783000000.0,3524000000.0,836400000,16.36,2.29,32.91,1.04,0.97,0.072,0.037,0.018,0.04,0.527,0.246,0.21,0.04,0.032,1.88,,49.61,41493803008,21.66,3.03,0.043,0.037,0.047,0.08
DAL,"Delta Air Lines, Inc.",Industrials,"Airlines, Airports & Air Services",1.35,2023,FY,,58048000000.0,46571000000.0,4609000000,10269000000.0,73644000000,26418000000,62539000000,23539000000,3742000000.0,27281000000,834000000.0,5608000000,999000000,167895,6200000000,5521000000,7583000000,6442000000,5608000000,6464000000,-5323000000.0,3868000000,-23413000000,1141000000,180000000.0,-128000000.0,,,5650000000.0,639000000,90.84,7.21,17.38,0.39,0.34,0.415,0.118,0.063,0.117,0.198,0.095,0.178,0.031,0.025,6.62,,49.71,31764690944,6.89,0.55,0.042,0.038,0.062,0.08
DAY,Dayforce Inc,Technology,Software - Application,1.27,2023,FY,,1513700000.0,867200000.0,54800000,5955200000.0,9010900000,5334900000,6612700000,1229000000,14600000.0,1243600000,36100000.0,96000000,41200000,132500000,513400000,133100000,264600000,132100000,96000000,219500000,-114400000.0,570300000,-673300000,105100000,136700000.0,,1600000.0,,-317800000.0,155300000,9.75,0.35,15.44,1.12,0.17,0.023,0.021,0.006,0.036,0.427,0.088,0.429,0.029,0.017,3.69,,50.75,7881475072,145.0,5.21,0.044,0.036,0.08,0.08
DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals - Specialty,1.33,2023,FY,,12068000000.0,8435000000.0,423000000,7514000000.0,38552000000,3098000000,13827000000,7790000000,97000000.0,8287000000,396000000.0,504000000,-29000000,167895,1916000000,1717000000,2864000000,790000000,504000000,2191000000,-619000000.0,2803000000,-5484000000,1572000000,74000000.0,-651000000.0,4000000.0,,-22874000000.0,449900000,26.82,0.94,54.96,2.43,1.73,0.017,0.056,0.011,0.048,0.301,0.142,-0.058,0.048,0.05,4.34,,79.87,35933511680,84.97,2.98,0.042,0.038,0.085,0.08
DE,Deere & Company,Industrials,Agricultural - Machinery,0.94,2023,FY,,60248000000.0,37715000000.0,10166000000,77934000000.0,104087000000,41064000000,82201000000,38477000000,24934000000.0,63411000000,2453000000.0,13019000000,2871000000,2004000000,8064000000,15472000000,17476000000,15490000000,13019000000,8589000000,-4468000000.0,8404000000,-55007000000,4121000000,130000000.0,-1427000000.0,5303000000.0,,50931000000.0,292200000,206.19,34.79,74.9,1.9,1.7,0.467,0.142,0.098,0.246,0.374,0.257,0.221,0.039,0.03,6.31,,400.6,117055315968,11.51,1.94,0.046,0.034,0.061,0.08
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Apparel - Footwear & Accessories,1.06,2023,FY,,3627286000.0,1801916000.0,516822000,1910253000.0,2556203000,497380000,790470000,195723000,50765000.0,246488000,3442000.0,666082000,149260000,167895,1172619000,652751000,717382000,669524000,666082000,537422000,-81025000.0,981795000,735307000,456397000,26897000.0,,262000.0,,1571574000.0,26504000,136.86,19.5,66.62,3.84,2.77,0.293,0.252,0.202,0.317,0.503,0.18,0.224,0.014,0.011,189.64,,767.79,20349505536,39.37,5.61,0.041,0.04,0.082,0.08
DELL,Dell Technologies Inc.,Technology,Computer Hardware,0.98,2023,FY,,102301000000.0,79615000000.0,2442000000,42351000000.0,89611000000,51654000000,92636000000,23015000000,6573000000.0,29588000000,1222000000.0,3225000000,803000000,3156000000,16915000000,5771000000,8968000000,4467000000,3225000000,3565000000,-3003000000.0,8607000000,-20981000000,562000000,931000000.0,-964000000.0,8424000000.0,,-6732000000.0,734000000,139.37,3.24,-4.12,0.82,0.73,-0.782,0.164,0.027,0.152,0.222,0.056,0.249,0.041,0.031,4.72,,75.87,55688581120,23.42,0.54,0.043,0.04,0.062,0.08
DFS,Discover Financial Services,Financial Services,Financial - Credit Services,1.43,2023,FY,,20606000000.0,,2940000000,3493000000.0,151609000000,6192000000,136781000000,19142000000,2189000000.0,21331000000,860000000.0,3826000000,886000000,167895,3175000000,17113000000,168000000,4686000000,3826000000,8563000000,-303000000.0,13778000000,-7553000000,8260000000,74000000.0,-752000000.0,6000000.0,1056000000.0,30448000000.0,254000000,81.13,11.26,58.38,0.56,0.56,0.198,0.364,0.019,0.118,1.0,0.83,0.232,0.04,0.031,19.9,,125.36,31841439744,11.13,1.55,0.045,0.035,0.069,0.08
DGX,Quest Diagnostics Incorporated,Healthcare,Medical - Diagnostics & Research,0.88,2023,FY,,9252000000.0,6291000000.0,854000000,2372000000.0,14022000000,1815000000,7604000000,4410000000,456000000.0,5369000000,152000000.0,1130000000,248000000,167895,1610000000,1351000000,1790000000,1254000000,1130000000,1272000000,-408000000.0,686000000,-4683000000,864000000,77000000.0,-314000000.0,2000000.0,,8825000000.0,112000000,82.61,7.59,57.3,1.31,1.2,0.135,0.094,0.061,0.111,0.32,0.146,0.219,0.028,0.022,8.89,,138.6,15523200000,18.26,1.68,0.043,0.037,0.062,0.08
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,1.71,2023,FY,,35460400000.0,26110000000.0,4745700000,28793300000.0,32582400000,4350000000,9444500000,5094500000,5094500000.0,5094500000,154500000.0,6314700000,1519500000,91600000,3248800000,6419700000,6193200000,6419700000,6314700000,4304100000,-148600000.0,3873600000,-1220900000,4155500000,111200000.0,-341200000.0,4000000.0,,23589800000.0,340700000,104.08,13.93,67.91,6.62,1.48,0.209,0.148,0.146,0.227,0.264,0.181,0.241,0.03,0.023,41.55,,173.84,59227287552,12.48,1.67,0.042,0.04,0.1,0.08
DHR,Danaher Corporation,Healthcare,Medical - Diagnostics & Research,0.86,2023,FY,,23890000000.0,9856000000.0,4764000000,13937000000.0,84488000000,8274000000,30998000000,17661000000,1875000000.0,19536000000,286000000.0,5044000000,823000000,2166000000,8755000000,5202000000,7755000000,5873000000,5044000000,7164000000,-1383000000.0,5864000000,-13672000000,5781000000,306000000.0,-1248000000.0,9000000.0,,41074000000.0,736500000,32.44,6.44,72.63,1.68,1.37,0.089,0.06,0.056,0.068,0.587,0.218,0.163,0.015,0.012,18.19,,254.14,187174109184,39.46,7.83,0.042,0.038,0.069,0.08
DIS,The Walt Disney Company,Communication Services,Entertainment,1.4,2023,FY,,88898000000.0,59201000000.0,2354000000,32763000000.0,205579000000,31139000000,92567000000,42101000000,4330000000.0,46431000000,1973000000.0,4769000000,1379000000,5369000000,20705000000,3390000000,15834000000,5706000000,4769000000,9866000000,-4969000000.0,14182000000,-32249000000,4897000000,1143000000.0,,57383000000.0,,46093000000.0,1828000000,48.63,1.29,61.82,1.05,0.99,0.024,0.016,0.012,0.019,0.334,0.038,0.289,0.042,0.03,1.72,,90.94,166238322688,70.5,1.87,0.042,0.04,0.081,0.08
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Office,0.6,2023,FY,,5477061000.0,4292929000.0,948838000,3382108000.0,44113257000,4810127000,23116936000,17425907000,1812287000.0,18968001000,437741000.0,1025890000,75579000,1694859000,456587000,727545000,2422404000,1462158000,1025890000,1634780000,-3525598000.0,1625495000,-17342506000,-1890818000,80532000.0,-1520644000.0,3088000.0,731690000.0,-5262648000.0,298603000,18.34,3.04,70.32,0.7,0.7,0.05,0.018,0.022,0.019,0.216,0.133,0.074,0.023,0.021,1.66,,148.72,44408238080,48.92,8.11,0.043,0.037,0.052,0.08
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,1.1,2023,FY,,2181003000.0,902060000.0,306009000,561279000.0,15698850000,1377925000,8773980000,6363042000,720000000.0,7083042000,200331000.0,314936000,-9617000,167895,845033000,360802000,1190619000,496723000,314936000,956242000,-113596000.0,117635000,-6965407000,842646000,14480000.0,-657021000.0,547156000.0,3023494000.0,-1061293000.0,547006000,3.99,0.56,12.66,0.41,-0.04,0.048,0.028,0.02,0.025,0.586,0.165,-0.031,0.028,0.029,1.8,,19.37,10595506176,34.59,4.86,0.043,0.037,0.062,0.08
DOV,Dover Corporation,Industrials,Industrial - Machinery,1.22,2023,FY,,8438134000.0,5353501000.0,1056828000,3390235000.0,11348513000,2499836000,6241908000,3164742000,517072000.0,3681814000,131305000.0,1270006000,213178000,167895,1718290000,1366343000,1718774000,1401311000,1270006000,1336345000,-192592000.0,398561000,-3283253000,1143753000,31465000.0,-284297000.0,259842000.0,,10995624000.0,139848000,60.34,7.56,36.52,1.36,0.87,0.207,0.129,0.093,0.154,0.366,0.162,0.168,0.036,0.03,10.41,,181.39,25367027712,23.99,3.01,0.043,0.038,0.081,0.08
DOW,Dow Inc.,Basic Materials,Chemicals,1.24,2023,FY,,44622000000.0,39742000000.0,589000000,17614000000.0,57967000000,9957000000,38859000000,15939000000,508000000.0,16447000000,746000000.0,656000000,-4000000,167895,2780000000,2177000000,4788000000,1331000000,656000000,5196000000,-2477000000.0,2987000000,-13460000000,2719000000,212000000.0,-1972000000.0,8000000.0,,21774000000.0,705700000,63.23,0.82,27.08,1.77,1.16,0.032,0.062,0.01,0.045,0.109,0.049,-0.006,0.045,0.046,2.92,,55.15,38919356416,67.26,0.87,0.043,0.037,0.076,0.08
